name	bsever	status	type	lastModified	contrbutionPI	contributor	abstract	filepath
ccJ-pVDZ	0	published	orbital	Wed, 17 Dec 2008 23:46:34 GMT	Udo Benedikt, Alexander Auer	Udo Benedikt	augmented double zeta Dunning basis sets optimized for spin-spin coupling constants	/files/projects/Basis_Set_Curators/Gaussian/contrib/beud_new/CCJ-PVDZ.xml
ccJ-pVQZ	0	published	orbital	Wed, 17 Dec 2008 23:46:49 GMT	Udo Benedikt, Alexander Auer	Udo Benedikt	augmented quadruple zeta Dunning basis sets optimized for spin-spin coupling constants	/files/projects/Basis_Set_Curators/Gaussian/contrib/beud_new_1/CCJ-PVQZ.xml
ccJ-pVTZ	0	published	orbital	Wed, 17 Dec 2008 23:47:15 GMT	Udo Benedikt, Alexander Auer	Udo Benedikt	augmented triple zeta Dunning basis sets optimized for spin-spin coupling constants	/files/projects/Basis_Set_Curators/Gaussian/contrib/beud_new_0/CCJ-PVTZ.xml
Chipman DZP + Diffuse		published	orbital	Mon, 15 Jan 2007 23:46:44 GMT		Dr. David Feller	DZPD    Double Zeta + Polarization + Diffuse	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CHIPMAN.xml
coemd-2	0	published	orbital	Sat, 13 Oct 2012 01:32:53 GMT	Jussi Lehtola	Susi Lehtola		/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_2/COEMD-2.xml
coemd-3	0	published	orbital	Sat, 13 Oct 2012 01:33:07 GMT	Jussi Lehtola	Susi Lehtola	Basis set for computing moments of the electron momentum density at a 10^-3 relative accuracy	/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_1/COEMD-3.xml
coemd-4	0	published	orbital	Sat, 13 Oct 2012 01:33:24 GMT	Jussi Lehtola	Susi Lehtola	Basis set for computing moments of the electron momentum density at a 10^-4 relative accuracy	/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_0/COEMD-4.xml
coemd-ref	0	published	orbital	Sat, 13 Oct 2012 01:32:47 GMT	Jussi Lehtola	Susi Lehtola	CBS limit basis set for computing moments of the electron momentum density	/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new/COEMD-REF.xml
Cologne DKH2		published	orbital	Fri, 08 Jun 2012 18:48:14 GMT	Michael Dolg	Michael Dolg	Lanthanide (23s,16p,12d,6f)/[18s,12p,9d,3f] segmented contracted basis sets  optimized for DKH2 calculations (preferably at the HF and/or DFT level)	/files/projects/Basis_Set_Curators/Gaussian/contrib/mdolg_new/COLOGNEDKH2.xml
CRENBL ECP	0	published	ecporb	Wed, 11 Oct 2017 20:07:56 GMT		Dr. David Feller	1D      UNCONTR Uncontracted	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CRENBL.xml
CRENBL ECP	0	published	effective core potential	Wed, 11 Oct 2017 20:14:47 GMT		Dr. David Feller		/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CRENBL-ECP.xml
CRENBS ECP	0	published	ecporb	Fri, 13 Oct 2017 22:11:36 GMT		Dr. David Feller	1D      UNCONTR Uncontracted	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CRENBS.xml
CRENBS ECP	0	published	effective core potential	Wed, 11 Oct 2017 20:49:55 GMT		Dr. David Feller		/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CRENBS-ECP.xml
CVTZ		published	orbital	Thu, 01 May 2008 00:04:06 GMT	Mark A. Iron, Mikhal Oren, and Jan M.L. Martin	Erin Dahlke		/files/projects/Basis_Set_Curators/Gaussian/contrib/ErinDahlke_new/CVTZ_LIBENAMGKCA.xml
d-aug-cc-pV5Z		published	orbital	Mon, 15 Jan 2007 23:45:59 GMT		Dr. David Feller	V5Z4PD  Valence Quintuple Zeta + Polarization + Diffuse	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/D-AUG-CC-PV5Z-AGG.xml
d-aug-cc-pV6Z		published	orbital	Mon, 15 Jan 2007 23:45:59 GMT		Dr. David Feller	V6Z5P   Valence Sextuple Zeta + Polarization + Diffuse	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/D-AUG-CC-PV6Z-AGG.xml
d-aug-cc-pVDZ		published	orbital	Mon, 15 Jan 2007 23:46:01 GMT		Dr. David Feller	VDZ2PD  Valence Double Zeta + Polarization + Diffuse	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/D-AUG-CC-PVDZ-AGG.xml
d-aug-cc-pVQZ		published	orbital	Mon, 15 Jan 2007 23:46:00 GMT		Dr. David Feller	VQZ3PD  Valence Quadruple Zeta + Polarization + Diffuse	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/D-AUG-CC-PVQZ-AGG.xml
d-aug-cc-pVTZ		published	orbital	Mon, 15 Jan 2007 23:46:00 GMT		Dr. David Feller	VTZ2PD  Valence Triple Zeta + Polarization + Diffuse	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/D-AUG-CC-PVTZ-AGG.xml
Def2-ECP	0,1	published	effective core potential	Thu, 21 Aug 2008 16:28:17 GMT	F. Weigend and R. Ahlrichs	Florian Weigend		/files/projects/Basis_Set_Curators/Gaussian/contrib/weigend_new_0/DEF2-ECP.xml
Def2-QZVP	0,1	published	orbital	Tue, 06 Jan 2009 01:10:14 GMT	F. Weigend and R. Ahlrichs	Florian Weigend		/files/projects/Basis_Set_Curators/Gaussian/contrib/weigend_new_0/DEF2-QZVP.xml
Def2-QZVPD	0,1	published	orbital	Fri, 22 Apr 2011 23:36:02 GMT	Dmitrij Rappoport	Dmitrij Rappoport	def2-QZVPD Quadruple-Zeta-Valence basis set + Polarization + Diffuse basis functions	/files/projects/Basis_Set_Curators/Gaussian/contrib/drappoport_new_2/DEF2-QZVPD.xml
Def2-QZVPP	0,1	published	orbital	Tue, 06 Jan 2009 01:26:19 GMT	F. Weigend and R. Ahlrichs	Florian Weigend		/files/projects/Basis_Set_Curators/Gaussian/contrib/weigend_new_0/DEF2-QZVPP.xml
Def2-QZVPPD	0,1	published	orbital	Fri, 22 Apr 2011 21:52:29 GMT	Dmitrij Rappoport	Dmitrij Rappoport	def2-QZVPPD Quadruple-Zeta-Valence basis set + Two Sets of Polarization + Diffuse basis functions	/files/projects/Basis_Set_Curators/Gaussian/contrib/drappoport_new_3/DEF2-QZVPPD.xml
Def2-SV(P)	0,1	published	orbital	Tue, 06 Jan 2009 01:11:43 GMT	F. Weigend and R. Ahlrichs	Florian Weigend		/files/projects/Basis_Set_Curators/Gaussian/contrib/weigend_new_0/DEF2-SVPP.xml
Def2-SVP	0,1	published	orbital	Tue, 06 Jan 2009 01:12:28 GMT	F. Weigend and R. Ahlrichs	Florian Weigend		/files/projects/Basis_Set_Curators/Gaussian/contrib/weigend_new_0/DEF2-SVP.xml
Def2-SVPD	0,1	published	orbital	Fri, 22 Apr 2011 23:40:49 GMT	Dmitrij Rappoport	Dmitrij Rappoport	def2-SVPD Split-Valence basis set + Polarization + Diffuse basis functions	/files/projects/Basis_Set_Curators/Gaussian/contrib/drappoport_new/DEF2-SVPD.xml
Def2-TZVP	0,1	published	orbital	Tue, 17 Feb 2009 17:05:49 GMT	F. Weigend and R. Ahlrichs	Florian Weigend		/files/projects/Basis_Set_Curators/Gaussian/contrib/weigend_new_0/DEF2-TZVP.xml
Def2-TZVPD	0,1	published	orbital	Fri, 02 Sep 2011 20:41:39 GMT	Dmitrij Rappoport	Dmitrij Rappoport	def2-TZVPD Triple-Zeta-Valence basis set + Polarization + Diffuse basis functions	/files/projects/Basis_Set_Curators/Gaussian/contrib/drappoport_new_0/DEF2-TZVPD.xml
Def2-TZVPP	0,1	published	orbital	Tue, 17 Feb 2009 17:10:20 GMT	F. Weigend and R. Ahlrichs	Florian Weigend		/files/projects/Basis_Set_Curators/Gaussian/contrib/weigend_new_0/DEF2-TZVPP.xml
Def2-TZVPPD	0,1	published	orbital	Fri, 22 Apr 2011 23:46:48 GMT	Dmitrij Rappoport	Dmitrij Rappoport	def2-TZVPPD Triple-Zeta-Valence basis set + Two Sets of Polarization + Diffuse basis functions	/files/projects/Basis_Set_Curators/Gaussian/contrib/drappoport_new_1/DEF2-TZVPPD.xml
DeMon Coulomb Fitting		published	dftcfit	Mon, 15 Jan 2007 23:45:04 GMT		Dr. David Feller	DFT     Coulomb Fitting	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/DEMON-COULOMB.xml
DGauss A1 DFT Coulomb Fitting		published	dftcfit	Mon, 15 Jan 2007 23:45:02 GMT		Dr. David Feller	DFT     Coulomb Fitting	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/DGAUSS-A1COULOMB.xml
DGauss A1 DFT Exchange Fitting		published	dftxfit	Mon, 15 Jan 2007 23:45:02 GMT		Dr. David Feller	DFT     Exchange Fitting	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/DGAUSS-A1EXCHANGE.xml
DGauss A2 DFT Coulomb Fitting		published	dftcfit	Mon, 15 Jan 2007 23:45:01 GMT		Dr. David Feller	DFT     Coulomb Fitting	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/DGAUSS-A2COULOMB.xml
DGauss A2 DFT Exchange Fitting		published	dftxfit	Mon, 15 Jan 2007 23:45:00 GMT		Dr. David Feller	DFT     Exchange Fitting	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/DGAUSS-A2EXCHANGE.xml
dhf-ECP	0	published	effective core potential	Tue, 02 Oct 2012 17:15:31 GMT	Florian Weigend	Alexander Baldes		/files/projects/Basis_Set_Curators/Gaussian/contrib/cyborg0001_new_2/DHF-TZVPP-ECP.xml
dhf-QZVP	0	published	orbital	Tue, 02 Oct 2012 17:34:46 GMT	Florian Weigend	Bert de Jong		/files/projects/Basis_Set_Curators/Gaussian/contrib/bert_link_5/DHF-QZVP.xml
dhf-QZVPP	0	published	orbital	Tue, 02 Oct 2012 17:34:37 GMT	Florian Weigend	Bert de Jong		/files/projects/Basis_Set_Curators/Gaussian/contrib/bert_link_6/DHF-QZVPP.xml
dhf-SV(P)	0	published	orbital	Tue, 02 Oct 2012 17:34:29 GMT	Florian Weigend	Bert de Jong		/files/projects/Basis_Set_Curators/Gaussian/contrib/bert_link_7/DHF-SVP.xml
dhf-SVP	0	published	orbital	Tue, 02 Oct 2012 17:34:26 GMT	Florian Weigend	Bert de Jong		/files/projects/Basis_Set_Curators/Gaussian/contrib/bert_link_8/DHF-SVP.xml
dhf-TZVP	0	published	orbital	Tue, 02 Oct 2012 17:34:14 GMT	Florian Weigend	Bert de Jong		/files/projects/Basis_Set_Curators/Gaussian/contrib/bert_link_9/DHF-TZVP.xml
dhf-TZVPP	0	published	orbital	Tue, 02 Oct 2012 17:33:24 GMT	Florian Weigend	Bert de Jong		/files/projects/Basis_Set_Curators/Gaussian/contrib/bert_link_10/DHF-TZVPP.xml
DHMS Polarization		published	polarization	Mon, 15 Jan 2007 23:44:19 GMT		Dr. David Feller	1P      Polarization Functions	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/DUNHAYPOL.xml
Dunning-Hay Diffuse		published	diffuse	Mon, 15 Jan 2007 23:44:32 GMT		Dr. David Feller	1D      Diffuse Functions	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/DUNHAYDIF.xml
Dunning-Hay Double Rydberg		published	rydberg	Mon, 15 Jan 2007 23:44:18 GMT		Dr. David Feller	2R      Double Rydberg Functions	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/RYD2-DUNNING.xml
Dunning-Hay Rydberg		published	rydberg	Mon, 15 Jan 2007 23:44:19 GMT		Dr. David Feller	1R      Rydberg Functions	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/RYD-DUNNING.xml
DZ (Dunning)		published	orbital	Mon, 15 Jan 2007 23:46:47 GMT		Dr. David Feller	DZ      Double Zeta: 2 Functions/AO	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/DUNNINGDZ.xml
DZ + Double Rydberg (Dunning-Hay)		published	orbital	Mon, 15 Jan 2007 23:45:19 GMT		Dr. David Feller	DZ2R    Double Zeta + Double Rydberg Functions	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/DZPDOUBLERYDBERGDUNNING-HAY-AGG.xml
DZ + Rydberg (Dunning)		published	orbital	Mon, 15 Jan 2007 23:45:20 GMT		Dr. David Feller	DZ1R    Double Zeta: 2 Functions/AO	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/DZPRYDBERGDUNNING-AGG.xml
DZP	0,1	published	orbital	Mon, 05 May 2014 20:37:17 GMT		Susi Lehtola	All-electron double zeta plus polarization functions.	/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_17/DZP.xml
DZP (Dunning)		published	orbital	Mon, 15 Jan 2007 23:46:45 GMT		Dr. David Feller	DZP     Double Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/DZPDUNNING-AGG.xml
DZP + Diffuse (Dunning)		published	orbital	Mon, 15 Jan 2007 23:46:45 GMT		Dr. David Feller	DZPD    Double Zeta + Polarization + Diffuse	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/DZPPDIFFUSEDUNNING-AGG.xml
DZP + Rydberg (Dunning)		published	orbital	Mon, 15 Jan 2007 23:45:19 GMT		Dr. David Feller	DZP1R   Double Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/DZPPRYDBERGDUNNING-AGG.xml
DZP-DKH	0,1	published	orbital	Tue, 13 May 2014 20:34:51 GMT		Susi Lehtola	All-electron double zeta valence quality plus polarization functions	/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_19/DZP-DKH.xml
DZQ		published	orbital	Mon, 10 Nov 2008 18:41:37 GMT	D. G. Truhlar	Artem Masunov		/files/projects/Basis_Set_Curators/Gaussian/contrib/amasunov_new/DZQ.xml
DZVP (DFT Orbital)		published	dftorb	Mon, 15 Jan 2007 23:45:06 GMT		Dr. David Feller	VDZP    Valence Double Zeta + Polarization designed for DFT	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/DGAUSS_DZVP.xml
DZVP2 (DFT Orbital)		published	dftorb	Mon, 15 Jan 2007 23:45:05 GMT		Dr. David Feller	VDZP    Valence Double Zeta + Polarization designed for DFT	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/DGAUSS_DZVP2.xml
Feller Misc. CVDZ		published	orbital	Mon, 15 Jan 2007 23:45:59 GMT		Dr. David Feller	DZP     Double Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/FELLER_VDZ.xml
Feller Misc. CVQZ		published	orbital	Mon, 15 Jan 2007 23:45:57 GMT		Dr. David Feller	QZ3P    Quadruple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/FELLER_VQZ.xml
Feller Misc. CVTZ		published	orbital	Mon, 15 Jan 2007 23:45:58 GMT		Dr. David Feller	TZ2P    Triple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/FELLER_VTZ.xml
G3LargeXP		published	orbital	Mon, 11 Jul 2016 17:11:08 GMT		Susi Lehtola	G3LargeXP basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_24/G3LARGEXP.xml
G3MP2large		published	orbital	Mon, 11 Jul 2016 17:54:54 GMT		Daniel Haney	basis set for G3(MP2) thermochemical method	/files/projects/Basis_Set_Curators/Gaussian/contrib/drhaney_new/G3MP2LARGE.xml
G3MP2LargeXP		published	orbital	Mon, 11 Jul 2016 17:13:26 GMT		Susi Lehtola	G3MP2LargeXP basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_25/G3MP2LARGEXP.xml
GAMESS PVTZ		published	orbital	Mon, 15 Jan 2007 23:45:29 GMT		Dr. David Feller	VTZP    Valence Triple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/GAMESSPVTZ-AGG.xml
GAMESS VTZ		published	orbital	Mon, 15 Jan 2007 23:45:30 GMT		Dr. David Feller	VTZ     Valence Triple Zeta: 3 Funct.'s/Valence AO	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/GAMESSVTZ.xml
Hay-Wadt MB (n+1) ECP		published	ecporb	Mon, 15 Jan 2007 23:45:16 GMT		Dr. David Feller	MB      Minimal Basis Set designed for an ECP	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/HAY-WADT2_MB.xml
Hay-Wadt VDZ (n+1) ECP		published	ecporb	Mon, 15 Jan 2007 23:45:15 GMT		Dr. David Feller	VDZ     Valence Double Zeta designed for an ECP	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/HAY-WADT2_VDZ.xml
HAY/WADT (N-1) ECP		published	effective core potential	Mon, 15 Jan 2007 23:44:01 GMT		Dr. David Feller		/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/HAY-WADT2-ECP.xml
IGLO-II	0	published	orbital	Mon, 15 Jan 2007 23:46:43 GMT		Dr. David Feller	VDZP    Valence Double Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/IGLOII.xml
IGLO-III	0	published	orbital	Mon, 15 Jan 2007 23:46:42 GMT		Dr. David Feller	VTZP    Valence Triple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/IGLOIII.xml
jul-cc-pV(D+d)Z	0	published	orbital	Wed, 23 Jan 2013 18:41:59 GMT		Ewa Papajak	jul-cc-pV(D+d)Z basis set is a partially augmented cc-pV(D+d)Z basis set of Dunning and coworkers	/files/projects/Basis_Set_Curators/Gaussian/contrib/papajak_new/JUL-CC-PVDPDZ.xml
jul-cc-pV(Q+d)Z	0	published	orbital	Wed, 23 Jan 2013 18:43:31 GMT		Ewa Papajak	jul-cc-pV(Q+d)Z basis set is a partially augmented cc-pV(Q+d)Z basis set of Dunning and coworkers	/files/projects/Basis_Set_Curators/Gaussian/contrib/papajak_new_11/JUL-CC-PVQPDZ.xml
jul-cc-pV(T+d)Z	0	published	orbital	Wed, 23 Jan 2013 18:46:27 GMT		Ewa Papajak	jul-cc-pV(T+d)Z basis set is a partially augmented cc-pV(T+d)Z basis set of Dunning and coworkers	/files/projects/Basis_Set_Curators/Gaussian/contrib/papajak_new_5/JUL-CC-PVTPDZ.xml
jun-cc-pV(D+d)Z	0	published	orbital	Wed, 23 Jan 2013 18:52:27 GMT		Ewa Papajak	jun-cc-pV(D+d)Z basis set is a partially augmented cc-pV(D+d)Z basis set of Dunning and coworkers	/files/projects/Basis_Set_Curators/Gaussian/contrib/papajak_new_21/JUN-CC-PVDPDZ.xml
jun-cc-pV(Q+d)Z	0	published	orbital	Wed, 23 Jan 2013 18:51:14 GMT		Ewa Papajak	jun-cc-pV(Q+d)Z basis set is a partially augmented cc-pV(Q+d)Z basis set of Dunning and coworkers	/files/projects/Basis_Set_Curators/Gaussian/contrib/papajak_new_13/JUN-CC-PVQPDZ.xml
jun-cc-pV(T+d)Z	0	published	orbital	Wed, 23 Jan 2013 18:50:24 GMT		Ewa Papajak	jun-cc-pV(T+d)Z basis set is a partially augmented cc-pV(T+d)Z basis set of Dunning and coworkers	/files/projects/Basis_Set_Curators/Gaussian/contrib/papajak_new_17/JUN-CC-PVTPDZ.xml
LANL08		published	orbital	Thu, 14 Aug 2008 18:53:04 GMT	Richard Martin	Lindsay Roy	Uncontracted basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/linnyr419_link_0/LANL08.xml
LANL08(f)		published	orbital	Thu, 14 Aug 2008 18:53:42 GMT	Richard Martin	Lindsay Roy	uncontracted basis set + f polarization	/files/projects/Basis_Set_Curators/Gaussian/contrib/linnyr419_link_1/LANL08F.xml
LANL08+		published	orbital	Thu, 14 Aug 2008 18:54:28 GMT	Richard Martin	Lindsay Roy	uncontracted basis set + diffuse d function	/files/projects/Basis_Set_Curators/Gaussian/contrib/linnyr419_link_3/LANL08P.xml
LANL08d		published	orbital	Thu, 14 Aug 2008 18:54:47 GMT	Richard Martin	Lindsay Roy	Uncontracted basis + Polarization + Diffuse ECP	/files/projects/Basis_Set_Curators/Gaussian/contrib/linnyr419_link_5/LANL08D.xml
Lanl2-[10s8p7d3f2g]		published	orbital	Mon, 24 Sep 2012 23:06:28 GMT	Otello M. Roscioni	Otello Maria Roscioni		/files/projects/Basis_Set_Curators/Gaussian/contrib/omr_link_3/LANL2-[10S8P7D3F2G].xml
Lanl2-[5s4p4d2f]		published	orbital	Mon, 24 Sep 2012 23:06:14 GMT	Otello M. Roscioni	Otello Maria Roscioni		/files/projects/Basis_Set_Curators/Gaussian/contrib/omr_link_1/LANL2-[5S4P4D2F].xml
Lanl2-[6s4p4d2f]		published	orbital	Mon, 24 Sep 2012 23:06:03 GMT	Otello M. Roscioni	Otello Maria Roscioni		/files/projects/Basis_Set_Curators/Gaussian/contrib/omr_link_2/LANL2-[6S4P4D2F].xml
LANL2DZ ECP	0	published	ecporb	Mon, 25 Mar 2013 18:58:13 GMT		Dr. David Feller	DZ      Double Zeta Basis Set designed for an ECP	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/LANL2DZ.xml
LANL2DZ ECP	0	published	effective core potential	Mon, 25 Mar 2013 18:58:33 GMT		Dr. David Feller		/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/LANL2DZ-ECP.xml
Lanl2DZ+1d1f		published	orbital	Mon, 24 Sep 2012 23:05:45 GMT	Otello M. Roscioni	Otello Maria Roscioni	Lanl2DZ+1d1f	/files/projects/Basis_Set_Curators/Gaussian/contrib/omr_link/LANL2DZP1D1F.xml
Lanl2DZ+2s2p2d2f		published	orbital	Mon, 24 Sep 2012 23:05:09 GMT	Otello M. Roscioni	Otello Maria Roscioni		/files/projects/Basis_Set_Curators/Gaussian/contrib/omr_link_0/LANL2DZP2S2P2D2F.xml
LANL2DZdp ECP		published	ecporb	Mon, 15 Jan 2007 23:45:14 GMT		Dr. David Feller	DZP     Double Zeta + Polarization + Diffuse ECP	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/LANL2DZDPECP-AGG.xml
LANL2TZ		published	orbital	Thu, 14 Aug 2008 18:55:05 GMT	Richard Martin	Lindsay Roy		/files/projects/Basis_Set_Curators/Gaussian/contrib/linnyr419_link/LANL2TZ.xml
LANL2TZ(f)		published	orbital	Thu, 14 Aug 2008 18:55:23 GMT	Richard Martin	Lindsay Roy	TZ triple zeta basis set designed for an ECP + f polarization	/files/projects/Basis_Set_Curators/Gaussian/contrib/linnyr419_link_2/LANL2TZF.xml
LANL2TZ+		published	orbital	Thu, 14 Aug 2008 18:55:41 GMT	Richard Martin	Lindsay Roy	TZ triple zeta basis set designed for an ECP + diffuse d function	/files/projects/Basis_Set_Curators/Gaussian/contrib/linnyr419_link_4/LANL2TZP.xml
m6-31G	0	published	orbital	Wed, 19 May 2010 16:20:27 GMT	Jon Baker, Peter Pulay	Marcel Swart	Improved 6-31G basis set for first-row transition metals	/files/projects/Basis_Set_Curators/Gaussian/contrib/marcel.swart_new/M6-31G.xml
m6-31G*	0	published	orbital	Wed, 19 May 2010 16:14:25 GMT	Jon Baker, Peter Pulay	Marcel Swart	Improved 6-31G* basis set for first-row transition metals	/files/projects/Basis_Set_Curators/Gaussian/contrib/marcel.swart_new_14/M6-31GS.xml
maug-cc-pV(D+d)Z		published	orbital	Wed, 22 Dec 2010 20:54:13 GMT	Donald G. Truhlar	Ewa Papajak	maug-cc-pV(D+d)Z basis set is the cc-pV(D+d)Z basis set of Dunning and coworkers augmented with only s and p diffuse functions on the heavy atoms. This basis set is called minimally augmented cc-pV(D+d)Z, which we abbreviate maug-cc-pV(D+d)Z.	/files/projects/Basis_Set_Curators/Gaussian/contrib/Papajak_new_2/MAUG-CC-PVDPDZ.xml
maug-cc-pV(Q+d)Z		published	orbital	Wed, 22 Dec 2010 20:54:26 GMT	Donald G. Truhlar	Ewa Papajak	maug-cc-pV(Q+d)Z basis set is the cc-pV(Q+d)Z basis set of Dunning and coworkers augmented with only s and p diffuse functions on the heavy atoms. This basis set is called minimally augmented cc-pV(Q+d)Z, which we abbreviate maug-cc-pV(Q+d)Z.	/files/projects/Basis_Set_Curators/Gaussian/contrib/Papajak_new_1/MAUG-CC-PVQPDZ.xml
maug-cc-pV(T+d)Z		published	orbital	Thu, 15 Jul 2010 20:13:00 GMT	Donald G. Truhlar	Ewa Papajak	Minimally augmented cc-pV(T+d)Z	/files/projects/Basis_Set_Curators/Gaussian/contrib/Papajak_new_0/MAUG-CC-PVTPDZ.xml
maug-cc-pVDZ		published	orbital	Wed, 22 Dec 2010 20:54:39 GMT	Donald G. Truhlar	Ewa Papajak	maug-cc-pVDZ basis set is the cc-pVDZ basis set of Dunning and coworkers augmented with only s and p diffuse functions on the heavy atoms. This basis set is called minimally augmented cc-pVDZ, which we abbreviate maug-cc-pVDZ.	/files/projects/Basis_Set_Curators/Gaussian/contrib/Papajak_new_3/MAUG-CC-PVDZ.xml
maug-cc-pVQZ		published	orbital	Wed, 22 Dec 2010 20:54:47 GMT	Donald G. Truhlar	Ewa Papajak	maug-cc-pVQZ basis set is the cc-pVQZ basis set of Dunning and coworkers augmented with only s and p diffuse functions on the heavy atoms. This basis set is called minimally augmented cc-pVQZ, which we abbreviate maug-cc-pVQZ	/files/projects/Basis_Set_Curators/Gaussian/contrib/Papajak_new_6/MAUG-CC-PVQZ.xml
maug-cc-pVTZ		published	orbital	Wed, 22 Dec 2010 20:54:55 GMT	Donald G. Truhlar	Ewa Papajak	maug-cc-pVTZ basis set is the cc-pVTZ basis set of Dunning and coworkers augmented with only s and p diffuse functions on the heavy atoms. This basis set is called minimally augmented cc-pVTZ, which we abbreviate maug-cc-pVTZ.	/files/projects/Basis_Set_Curators/Gaussian/contrib/Papajak_new_5/MAUG-CC-PVTZ.xml
may-cc-pV(Q+d)Z	0	published	orbital	Wed, 23 Jan 2013 18:49:58 GMT		Ewa Papajak	may-cc-pV(Q+d)Z basis set is a partially augmented cc-pV(Q+d)Z basis set of Dunning and coworkers	/files/projects/Basis_Set_Curators/Gaussian/contrib/papajak_new_14/MAY-CC-PVQPDZ.xml
may-cc-pV(T+d)Z	0	published	orbital	Wed, 23 Jan 2013 18:37:22 GMT		Ewa Papajak	may-cc-pV(T+d)Z basis set is a partially augmented cc-pV(T+d)Z basis set of Dunning and coworkers	/files/projects/Basis_Set_Curators/Gaussian/contrib/papajak_new_19/MAY-CC-PVTPDZ.xml
may-cc-pV(T+d)Z	0	published	orbital	Wed, 23 Jan 2013 18:49:38 GMT		Ewa Papajak	may-cc-pV(T+d)Z basis set is a partially augmented cc-pV(T+d)Z basis set of Dunning and coworkers	/files/projects/Basis_Set_Curators/Gaussian/contrib/papajak_new_18/MAY-CC-PVTPDZ.xml
McLean/Chandler VTZ		published	orbital	Mon, 15 Jan 2007 23:45:21 GMT		Dr. David Feller	VTZ     Valence Triple Zeta: 3 Functions/Valence AO	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/MCLEAN-CHAND.xml
MG3S		published	orbital	Thu, 14 Jun 2012 18:54:39 GMT	Donald G. Truhlar	Hannah Leverentz	MG3S is a triple-zeta polarized basis set with diffuse functions on all heavy atoms.  It is a modification of Pople's 6-311++G** basis set.	/files/projects/Basis_Set_Curators/Gaussian/contrib/lever046_new/MG3S.xml
MIDI (Huzinaga)		published	orbital	Mon, 15 Jan 2007 23:46:50 GMT		Dr. David Feller	VDZ     Valence Double Zeta: 2 Funct.'s/Valence AO	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/MIDI.xml
